time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1766409080712000000,281.925,18.100000381469727,1.2000000476837158,11.5,3.5,2.4984090328216553,350.517822265625,23.7,120.6883757,36.3614037
1766409081712000000,282.925,7.800000190734863,0.800000011920929,10.800000190734863,3.5,2.497859239578247,348.099609375,23.6,120.6883703,36.3614264
1766409082712000000,283.925,14.100000381469727,1.100000023841858,11.300000190734863,3.5,2.522859573364258,330.40325927734375,23.4,120.6883602,36.3614482
1766409083712000000,284.925,15.899999618530273,1.100000023841858,10.600000381469727,3.5,2.563873529434204,333.4102783203125,23.1,120.6883443,36.3614706
1766409084712000000,285.925,16.700000762939453,1.399999976158142,10.699999809265137,3.9000000953674316,2.5265920162200928,344.85528564453125,22.8,120.6883319,36.3614916
1766409085712000000,286.925,14.199999809265137,1.2000000476837158,11,3.9000000953674316,2.5414955615997314,320.33514404296875,22.6,120.6883197,36.3615119
1766409086712000000,287.925,11.899999618530273,1,11.399999618530273,3.4830000400543213,2.601341724395752,324.3274841308594,22.2,120.6882971,36.3615288
1766409087712000000,288.925,14,1.2000000476837158,10.5,3.4830000400543213,2.511204481124878,310.3005676269531,21.9,120.6882753,36.3615479
1766409088712000000,289.925,16.5,1.5,11,3.4830000400543213,2.4787726402282715,299.92596435546875,21.9,120.688251,36.3615618
1766409089712000000,290.925,21.799999237060547,1.600000023841858,10.699999809265137,3.4830000400543213,2.5097057819366455,304.2673034667969,21.7,120.6882257,36.3615722
1766409090712000000,291.925,50.400001525878906,2.700000047683716,11.300000190734863,3.4830000400543213,2.5020010471343994,303.39801025390625,21.1,120.6882019,36.3615872
1766409091712000000,292.925,27.399999618530273,1.7000000476837158,11.800000190734863,3.4830000400543213,2.4207029342651367,303.768798828125,21.3,120.6881797,36.3615987
1766409092712000000,293.925,15.300000190734863,1.100000023841858,11.199999809265137,3.9000000953674316,2.306542158126831,290.5447998046875,21.4,120.6881532,36.3616109
1766409093712000000,294.925,17,1.2999999523162842,11.199999809265137,3.9000000953674316,2.2997334003448486,305.916015625,21.7,120.6881277,36.3616242
1766409094712000000,295.925,17.399999618530273,1.600000023841858,11.399999618530273,3.9000000953674316,2.202760934829712,286.57220458984375,21.7,120.6881031,36.3616373
1766409095712000000,296.925,12.699999809265137,1.399999976158142,10.899999618530273,3.9000000953674316,2.258035898208618,286.9931335449219,21.6,120.6880751,36.3616444
1766409096712000000,297.925,11.399999618530273,1.100000023841858,10.899999618530273,3.9000000953674316,2.254654884338379,296.6812438964844,21.3,120.6880493,36.3616536
1766409097712000000,298.925,24.5,1.7000000476837158,10.899999618530273,3.9000000953674316,2.252108335494995,293.9825439453125,20.8,120.6880232,36.3616631
1766409098712000000,299.925,17.5,1.5,11.300000190734863,3.9000000953674316,2.2857186794281006,297.9389953613281,20.8,120.6879944,36.3616728
1766409099712000000,300.925,25,1.7000000476837158,10.699999809265137,3.9000000953674316,2.179003953933716,270.6360168457031,20.9,120.6879681,36.3616767
1766409100712000000,301.925,13,1.399999976158142,10.800000190734863,3.9000000953674316,2.2994673252105713,271.9127502441406,20.2,120.6879422,36.3616722
1766409101712000000,302.925,11.800000190734863,1,11.199999809265137,3.9000000953674316,2.3807294368743896,278.53570556640625,20.1,120.6879131,36.361671
1766409102712000000,303.925,24.399999618530273,1.600000023841858,11,3.9000000953674316,2.3965237140655518,268.8899841308594,19.5,120.6878855,36.3616724
1766409103712000000,304.925,10.800000190734863,1.2999999523162842,11,3.9000000953674316,2.461974620819092,263.2835388183594,20,120.6878573,36.3616705
1766409104712000000,305.925,17.899999618530273,1.2999999523162842,10.600000381469727,3.9000000953674316,2.4985270500183105,253.16323852539062,20.7,120.6878254,36.3616647
1766409105712000000,306.925,10.300000190734863,1.100000023841858,11.199999809265137,3.9000000953674316,2.526050090789795,250.24293518066406,20.7,120.6877996,36.3616559
1766409106712000000,307.925,11.100000381469727,0.8999999761581421,11.5,3.9000000953674316,2.522020101547241,259.28887939453125,21.1,120.6877743,36.3616484
1766409107712000000,308.925,16.5,1.2000000476837158,10.899999618530273,3.9000000953674316,2.524260997772217,249.08631896972656,21,120.6877468,36.3616446
1766409108712000000,309.925,18.5,1.399999976158142,11.300000190734863,3.9000000953674316,2.4564647674560547,260.8548278808594,21.2,120.6877223,36.361638
1766409109712000000,310.925,13.5,1,11.199999809265137,3.9000000953674316,2.4636778831481934,238.2504119873047,21.5,120.6876977,36.3616287
1766409110712000000,311.925,14.800000190734863,1,11.100000381469727,3.9000000953674316,2.473022937774658,229.5532684326172,21.4,120.6876761,36.3616144
1766409111712000000,312.925,12.699999809265137,1.2000000476837158,11,3.9000000953674316,2.4614756107330322,240.9044189453125,21.6,120.6876514,36.3615967
1766409112712000000,313.925,14.100000381469727,1.2000000476837158,10.800000190734863,3.9000000953674316,2.54166841506958,232.7523193359375,21.5,120.6876258,36.3615829
1766409113712000000,314.925,11.100000381469727,0.8999999761581421,11.100000381469727,3.9000000953674316,2.5348806381225586,236.53025817871094,21.1,120.6876032,36.3615675
1766409114712000000,315.925,12.5,1.100000023841858,11,3.9000000953674316,2.446275234222412,214.099365234375,21,120.6875825,36.3615525
1766409115712000000,316.925,8.300000190734863,0.800000011920929,11.399999618530273,3.9000000953674316,2.541764736175537,218.59242248535156,20.5,120.6875679,36.3615336
1766409116712000000,317.925,12.300000190734863,1,11.100000381469727,3.9000000953674316,2.5321991443634033,226.567626953125,20.4,120.6875511,36.3615176
1766409117712000000,318.925,14,1.100000023841858,11.300000190734863,3.9000000953674316,2.5010061264038086,212.61610412597656,20.5,120.6875339,36.3615016
1766409118712000000,319.925,11.899999618530273,0.8999999761581421,11.199999809265137,3.9000000953674316,2.5331478118896484,226.14675903320312,20.8,120.6875171,36.3614845
1766409119712000000,320.925,13.899999618530273,1.100000023841858,11.100000381469727,3.9000000953674316,2.435558795928955,200.73162841796875,20.7,120.6875006,36.3614682
1766409120712000000,321.925,11.399999618530273,0.8999999761581421,11.600000381469727,3.9000000953674316,2.5547046661376953,203.74539184570312,20.7,120.6874914,36.3614446
1766409121712000000,322.925,9.399999618530273,0.800000011920929,11.100000381469727,3.9000000953674316,2.5838868618011475,213.08010864257812,20.7,120.6874787,36.3614224
1766409122712000000,323.925,16.600000381469727,1,11.399999618530273,3.5,2.4806442260742188,195.86398315429688,20.9,120.6874668,36.361402
