time,seconds_elapsed,z,y,x
1766408799002364400,0.215364501953125,7.300950527191162,2.7810001373291016,1.842000126838684
1766408799012366800,0.225366943359375,7.2870001792907715,2.677950143814087,1.6030501127243042
1766408799022369500,0.23536962890625,7.543050289154053,2.48895001411438,1.194000005722046
1766408799032372000,0.2453720703125,8.143950462341309,2.3400001525878906,0.6810000538825989
1766408799042374400,0.25537451171875,8.770950317382812,2.3899500370025635,0.26205000281333923
1766408799052376800,0.265376953125,9.027000427246094,2.625000238418579,-0.012000000104308128
1766408799062379300,0.275379150390625,9.031949996948242,2.905050039291382,-0.12195000797510147
1766408799072382000,0.2853818359375,8.926950454711914,3.046950101852417,-0.024000000208616257
1766408799082384100,0.295384033203125,8.826000213623047,3.0700502395629883,0.19500000774860382
1766408799092386800,0.30538671875,8.668050765991211,3.3700501918792725,0.09195000678300858
1766408799102389200,0.31538916015625,8.440950393676758,3.6000001430511475,0.019950000569224358
1766408799112392000,0.325391845703125,8.098050117492676,3.5370001792907715,-0.04800000041723251
1766408799122394400,0.335394287109375,7.4569501876831055,2.905050039291382,-0.8530500531196594
1766408799132396800,0.345396728515625,8.994000434875488,2.0940001010894775,-0.29205000400543213
1766408799142399200,0.355399169921875,9.094050407409668,2.854950189590454,-1.4080500602722168
1766408799152401700,0.365401611328125,9.349950790405273,3.516000270843506,-1.3480501174926758
1766408799162404400,0.375404296875,10.27500057220459,3.7480502128601074,-0.9150000214576721
1766408799172406800,0.38540673828125,11.11305046081543,3.66195011138916,-0.4069500267505646
1766408799182409200,0.3954091796875,11.943000793457031,3.6090002059936523,-0.22305001318454742
1766408799202414000,0.4154140625,11.40195083618164,3.4609501361846924,-0.3550500273704529
1766408799222419200,0.435419189453125,9.6739501953125,3.5470502376556396,-0.45705002546310425
1766408799232421600,0.445421630859375,8.614950180053711,3.580050230026245,-0.5530500411987305
1766408799242424000,0.455424072265625,7.726950168609619,3.6090002059936523,-0.520050048828125
1766408799252426500,0.465426513671875,7.063950538635254,3.6739501953125,-0.3829500079154968
1766408799262429000,0.475428955078125,7.0159502029418945,3.6910502910614014,-0.22005000710487366
1766408799272431600,0.485431640625,7.786950588226318,3.5560500621795654,-0.4429500102996826
1766408799282434300,0.495434326171875,8.508000373840332,3.3169500827789307,-0.7470000386238098
1766408799292436700,0.505436767578125,9.109050750732422,2.9599502086639404,-0.687000036239624
1766408799302439200,0.515439208984375,9.595050811767578,2.659050226211548,-0.8119500279426575
1766408799312441600,0.525441650390625,9.681000709533691,2.5290000438690186,-0.9510000348091125
1766408799322444000,0.535444091796875,9.361950874328613,2.48895001411438,-0.8209500312805176
1766408799332446500,0.545446533203125,8.89995002746582,2.4499502182006836,-0.8050500154495239
1766408799342449000,0.555448974609375,10.2649507522583,2.3209500312805176,-0.7710000276565552
1766408799352451600,0.56545166015625,10.684050559997559,2.593950033187866,-1.5180001258850098
1766408799362454000,0.5754541015625,10.497000694274902,2.7280502319335938,-2.1859500408172607
1766408799372456400,0.58545654296875,9.43695068359375,2.6490001678466797,-2.0329501628875732
1766408799382459100,0.595459228515625,8.058000564575195,2.686950206756592,-1.3459500074386597
1766408799402464000,0.615464111328125,6.208950519561768,3.0870001316070557,-1.0300500392913818
1766408799412466700,0.625466796875,5.668050289154053,2.9440500736236572,-1.1230500936508179
1766408799422468900,0.63546875,5.887950420379639,2.659050226211548,-1.798050045967102
1766408799432471600,0.645471435546875,7.042050361633301,2.9790000915527344,-2.39205002784729
1766408799442474000,0.655473876953125,9.472949981689453,3.157050132751465,-3.3040502071380615
1766408799452476400,0.665476318359375,12.127950668334961,2.854950189590454,-4.152000427246094
1766408799462478800,0.675478759765625,13.52400016784668,2.2729501724243164,-4.9830002784729
1766408799472481300,0.685481201171875,13.545001029968262,1.902000069618225,-5.017950057983398
1766408799482484000,0.69548388671875,12.484050750732422,1.3180500268936157,-4.611000061035156
1766408799492486700,0.705486572265625,10.65000057220459,1.201050043106079,-4.3909502029418945
1766408799502489000,0.715489013671875,8.938950538635254,1.6320000886917114,-4.135050296783447
1766408799512491500,0.725491455078125,7.962000370025635,2.284950017929077,-3.321000099182129
1766408799522494000,0.735493896484375,7.579050540924072,2.7300000190734863,-2.7750000953674316
1766408799532496400,0.745496337890625,7.6459503173828125,2.9670002460479736,-2.8780500888824463
1766408799542498800,0.755498779296875,8.152950286865234,3.1020002365112305,-3.0960001945495605
1766408799552501500,0.76550146484375,8.725950241088867,3.0919501781463623,-3.100950241088867
1766408799562504000,0.77550390625,9.17805004119873,2.971950054168701,-2.968950033187866
1766408799572506400,0.78550634765625,9.552000045776367,2.974950075149536,-2.8660502433776855
1766408799582508800,0.7955087890625,9.609000205993652,2.785950183868408,-2.763000249862671
1766408799592511200,0.80551123046875,9.784050941467285,1.6840500831604004,-1.966050148010254
1766408799602513700,0.815513671875,9.682950019836426,2.218050003051758,-2.1499500274658203
1766408799612516000,0.82551611328125,10.12605094909668,3.5329501628875732,-3.261000156402588
1766408799622518800,0.835518798828125,10.087950706481934,4.215000152587891,-3.856950283050537
1766408799632521200,0.845521240234375,9.211950302124023,4.3969502449035645,-3.718050241470337
1766408799642524000,0.85552392578125,8.140950202941895,3.7099502086639404,-2.8279502391815186
1766408799652526300,0.8655263671875,7.642950534820557,3.0799500942230225,-2.1480000019073486
1766408799662528800,0.87552880859375,7.717950344085693,2.91195011138916,-2.076000213623047
1766408799672531200,0.88553125,8.260950088500977,2.8690500259399414,-2.133000135421753
1766408799682533600,0.89553369140625,8.611050605773926,2.5960500240325928,-1.6500000953674316
